"RCP_SEQ","RCP_NM","VEGE_CLASS_SEQ","RCP_WAY2","RCP_PAT2","INFO_EMISSIONS","INFO_ENG","INFO_CAR","INFO_PRO","INFO_FAT","INFO_NA","HASH_TAG","ATT_FILE_NO_MAIN","ATT_FILE_NO_MK","RCP_PARTS_DTLS","MANUAL01","MANUAL02","MANUAL03","MANUAL04","MANUAL05","MANUAL06","MANUAL07","MANUAL08","MANUAL09","MANUAL10"
"810","병아리콩 컵케이크","4","기타","후식","1095.00","825.20","70.60","21.50","50.80","91.60","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310035637_1615359397506.jpg","http://www.foodsafetykorea.go.kr/","불린 병아리콩(100g), 바나나(1½개), 무가당 코코아 파우더(3g), 다크초콜릿(30g), 아몬드가루(50g), 달걀노른자(1개), 우유(130g), 식용유(10ml), 아몬드 슬라이스(1g), 병아리콩 삶은 물(50ml), 무가당 휘핑크림(50g), 올리고당(15g), 바나나(½개)","1. 불린 병아리콩은 끓는 물(3컵)에 30~40분간 끓여 건지고, 병아리콩 삶은 물(50㎖)은 한 김 식혀 냉장실에 넣는다.","2. 삶은 병아리콩, 바나나(½개), 무가당 코코아 파우더, 다크 초콜릿, 아몬드가루, 달걀노른자, 우유는 믹서에 넣어 곱게 갈아 반죽을 만든다.","3. 중간 불로 달군 팬에 식용유(10㎖)를 두른 뒤 컵 사이즈에 맞게 반죽을 올려 앞뒤로 노릇하게 굽는다.","4. 냉장실에서 병아리콩물을 꺼내 휘핑해 두고, 무가당 휘핑크림에 올리고당을 넣고 휘핑한 뒤 바나나(½개)를 으깨 고루 섞는다.","5. ④의 병아리콩물과 바나나무가당크림을 모두 섞고, 바나나(1개)는 얇게 썬다.","","","","",""
"811","닭갈비","2","굽기","","6450.00","595.61","44.90","45.90","25.80","1535.83","","https://recipe1.ezmember.co.kr/cache/recipe/2020/10/09/ce220b202cd695140db1e42427d688791.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/10/09/ce220b202cd695140db1e42427d688791.jpg","   닭갈비150g , 고구마 200g , 대파 100g , 모짜렐라치즈 300g , 납작당면 100g  ,  양념 :  다진마늘 1/4cup , 고춧가루 1/3cup , 올리고당 1/4cup , 개복숭아1/4cup , 간장 1/3cup , 맛술 1/4cup , 카레가루 1스푼 , 설탕 1스푼   "," 1 닭갈비에 껍질은 기호에 맞게 벗기시거나 그냥 사용하셔도 됩니다. 잡내를 잡기위해 우유나 맛술에 버무린후 10분정도 숙성시켜주세요. 2 고구마와 대파는 미리 썰어 준비해 놓습니다. 3 닭갈비에 맛술을 제외한 분량에 양념들을 모두 넣고 손으로 조물조물 버무린후 냉장고에서 20분 정도 숙성시켜주세요. 4 웍이나 깊은 팬에 닭갈비를 넣고 중불에서 10분정도 볶아줍니다. 가스불이 너무 강하면 양념이 탈수있으니 꼭 중불에서 볶아주세요!, 5 고기를 먹기 좋게 자르고 썰아놓은 고구마를 넣고 다시 5분정도 볶으세요. 6 고구마가 다 익었는지 확인후 대파를 넣고 볶으세요. 7 그 사이 납작당면이나 우동면,라면사리,떡복이등 기호에 맞는 사리들은 끓는 물에 충분히 익힌후 닭갈비에 넣어 모든 재료와 양념이 어우러질수있게 충분히 볶으며 섞어줍니다. 8 모짜렐라 치즈를 뿌리듯 올리고 뚜껑을 닫은후 약한불에서 치즈가 녹을때 까지만 기다려 주세요. 9 마지막으로 파슬리 가루 솔솔~뿌려주면 치즈가 쭉~늘어나는 닭갈비 완성! ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"812","닭꼬치","2","굽기","","1464.00","176.72","13.35","11.56","8.57","286.91","","https://recipe1.ezmember.co.kr/cache/recipe/2020/12/09/854e56420cb368622461b4673b0d73f51.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/12/09/854e56420cb368622461b4673b0d73f51.jpg","   닭가슴살 240g  ,  양념소스 :  고춧가루 1큰술 , 다진마늘 1큰술 , 양조간장 1큰술 , 맛술 1큰술 , 고추장 1큰술 , 참기름 1큰술 , 토마토케찹 1큰술 , 올리고당 2큰술   "," 1 우유에 닭가슴살을 누린내제거를 위해 우유에 10분정도 재워둡니다. 2 만들어놓은 양념소스 2큰술을 넣고 소스가 잘 배도록 10분정도 재워둔 뒤, 나무꼬치에 순서대로 재료를 꽃아주셔요~, 3 올리브유를 살짝 뿌린 뒤 양념을 듬뿍 발라 센불에서 노릇노릇하게 구워주세요 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"813","더덕구이","6","볶기","","153.00","184.00","31.10","3.10","5.20","743.37","","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/f92534188466a4659cd97d23c3be5346.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/f92534188466a4659cd97d23c3be5346.jpg","   더덕 500g  ,  양념 :  참기름 1큰술 , 고추장 2큰술 , 조림간장 1큰술 , 고추가루 20g , 다진마늘 10g, 물엿 2큰술 , 물 3큰술 , 깨소금 약간   "," 1 흙 묻어있는 더덕을 깨끗하게 씻어 주세요. 2 더덕은 껍질을 벗기고 나서는 물이 닿지 않게 해야 맛과 향을 유지할수 있답니다, (감자 필러로 벗겨도 좋고, 칼로 벗겨도 좋아요, 너무 깔끔하게 벗기려는 노력은 하지 않았습니다,), 3 벗겨낸 더덕은 다시 씻지 마시고, 방망이로 가볍게 두들겨 펼쳐 줍니다,, 4 예열된 팬에 참기름을 두르고 약불로 노릇하게 구워줍니다,, 5 더덕이 구워지는 동안 고추장 2큰술, 조림간장 1큰술, 고추가루 2큰술, 다진 마늘 1작은술, 물엿 2큰술, 물 3큰술, 깨소금을 모두 섞어두고~, 6 구워진 더덕을 꺼낸 뒤 양념을 부어 살짝 끓여 줍니다,, 7 바글 바글 끓기 시작하면 구워낸 더덕을 넣고 양념을 섞으면서 구워 줍니다, 뒤집듯 구워주면 완성입니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"814","도미구이","3","굽기","","186.60","397.00","2.10","61.10","16.50","1582.17","","https://recipe1.ezmember.co.kr/cache/recipe/2018/08/06/9f86ceb17455c602173039d703d1fb75.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2018/08/06/9f86ceb17455c602173039d703d1fb75.jpg","   도미 800g , 부추 10g , 생강 1쪽  , 간장 10g , 굴소스 36g , 참기름 10g , 라임즙 1개 , 소금 약간 , 후추 약간 , 올리브유 적당량,  선택재료 :  홍고추 26g   "," 1 도미는 비늘과 내장을 제거하고 등 부분에 깊이 칼집을 낸다. 2 생강과 청고추, 홍고추는 채 썰고 부추도 비슷한 길이로 썬다. 청고추와 홍고추는 살짝 볶아둔다. 3 도미의 칼집을 낸 부분에 채 썬 생강을 채워넣는다. 4 달군 팬에 올리브유를 두르고 도미를 굽는다. 다 익으면 볶은 고추를 올린다. 간장, 굴소스, 소금, 후추, 참기름, 라임즙을 섞어 양념장을 만든다. 5 양념장을 뿌린 뒤 부추를 올려 마무리한다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"815","병어구이","3","굽기","","2730.00","488.00","0.20","54.60","30.80","1567.94","","https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/2b893ea9acde7a7246919cdc211d8c081.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/2b893ea9acde7a7246919cdc211d8c081.jpg","   병어 500g , 전분가루 20g , 식용유 30g , 참기름 30g  ,  양념 :  맛술 20g , 가는소금 약간   "," 1 병어는 대가리 쪽을 자르고 내장을 제거하고 씻은후 칼집을 넣어 주세요.밑면도 칼집을 넣어주세요, 2 맛술과 소금으로 밑간을 해주세요, 3 전분가루를 입혀서 5분정도 두세요, 4 팬에 식용유와 참기름을 두르고 노릇하게 구워주세요. (중불), 5 밑면도 노릇 하게 구워주세요. 6 완성그릇에 담아주세요. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"816","소양념갈비구이","1","굽기","","579.90","989.15","26.20","60.10","71.60","1378.45","","https://recipe1.ezmember.co.kr/cache/recipe/2020/02/19/a848f3c64455691fd9a31ee2a95dbafa1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/02/19/a848f3c64455691fd9a31ee2a95dbafa1.jpg","   소생갈비800g , 만능간장양념1컵,  양파 120g , 배 462g , 홍시 300g , 맛술 4큰술 , 훈연멸치간장육수 30g , 다진마늘 30g , 썬파 5큰술 , 다진생강 5g , 양조간장 3큰술 , 매실액 2큰술 , 후추 1작은술   "," 1 소고기 생갈비입니다. 총 4대입니다. 이걸 밖에서 사먹게 되면 그것이 미국산이라고 해도 족히 십만원은 들지 않을까 싶기도 하고요. 역시 고기는 집에서 구워 먹어야 제대로 양껏 먹을 수 있는 듯 싶어요. 2 만능간장양념입니다. 요것이 마지막이지요. 3 소생갈비에 탈탈 털어서 넣어 줍니다. 4 이렇게 골고루 잘 섞어 주고는 1-2일 정도 숙성을 시켜 줍니다. 그럼 양념도 잘 스며들기도 하지만 그 양념으로 인해서 고기가 아주아주 연해 집니다. 5 잘 숙성된 소양념갈비를 즉석에서 불판에 구워 줍니다. 소양념갈비완성입니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"817","양념장어구이","3","굽기","","1327.30","433.35","8.80","30.77","30.56","704.64","","https://recipe1.ezmember.co.kr/cache/recipe/2020/08/21/707880a7df539be2e017d4f29914aad91.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/08/21/707880a7df539be2e017d4f29914aad91.jpg","  장어구이 :  장어 250g , 미림 10g , 소금 소량 , 후추 소량 , 식용유 0.5~10g , 깨 10g  ,  장어구이 소스 :  맛간장 40g , 미림 30g , 설탕 0.50g , 올리고당 10g , 굴소스 10g , 페퍼론치노 2개 , 생강 1톨 , 물 100ml   "," 1 손질장어는 물에 한번 씻어서, 미림10g, 물을 넣고 5-10분간 비린내 제거를 해주세요.미림10g, 물, 손질장어250g생강 곁들어서 같이 드실 분은 생강을 채 썰어서 찬물에 담궈줬다가 먹기 직전에 빼주시면 됩니다. 2 미림+물에 담궈둔 장어는 한번 씻어서, 물기를 빼 준 다음 장어 껍질에만 칼집을 내주세요.손질장어250g장어가 구워지면서 말리게 하지 않기위해 칼집을 내주는거예요 :) , 3 소량의 소금, 후추를 이용해 장어 살 부분에만 5-10분간 밑간을 해주세요.소량의 소금, 소량의 후추, 4 약불에 기름을 두른 뒤- 먼저 장어를 초벌구이를 해주세요.식용유 0.5~10g, 5 소스를 만들어줄거예요. 맛간장40g, 미림30g, 설탕0.50g, 올리고당10g, 페퍼론치노 2개, 생강 1톨, 굴소스 1.50g, 물 100ml 넣고, 중불에서 끓여주세요.맛간장40g, 미림30g, 설탕0.50g, 올리고당10g, 페퍼론치노 2개, 생강 1톨, 굴소스 1.50g, 물 100ml 중불맛간장은 진간장으로 대체 가능! 미림은 맛술, 청주로 대체 가능! 통마늘 있으신 분들은 이때 같이 넣어주세요- 올리고당은 물엿, 꿀로 대체 가능! 페퍼론치노는 청양고추로 대체 가능!  , 6 소스가 졸아들때까지 끓여줄거예요. 소스 넣고 3-5분 끓이다가, 초벌한 장어넣고 중불에서 계속 앞뒤로 반복해서 구워주세요.중불, 7 요로케 소스가 졸아들기시작하면, 약불로 바꾸신 다음에 두세번 앞뒤로 더 반복해서 잘 구워주시면 끝나요. 마지막으로, 깨 뿌려주시고- 먹기좋은 크기로 잘라서 드시면 됩니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"818","임연수구이","3","굽기","","1561.40","494.00","3.50","53.80","29.40","1568.96","","https://recipe1.ezmember.co.kr/cache/recipe/2017/05/30/11839ade83cff31bdeb477407f4254831.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2017/05/30/11839ade83cff31bdeb477407f4254831.jpg","   임연수 300g , 청양고추 36g , 홍고추 18g , 다진마늘 10g  ,  양념간장 :  간장 1g , 식초 1g , 매실청 2g   "," 1 손질 임연수를 준비합니다. 2 앞뒤로 구워지며 감칠맛나게 청양고추, 초간장을 뿌립니다 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"819","햄버그스테이크","1","튀기기","","1250.00","457.70","20.76","26.96","29.65","950.22","","https://recipe1.ezmember.co.kr/cache/recipe/2018/05/01/7317c7982a871fdb15e25fca1e62e8da1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2018/05/01/7317c7982a871fdb15e25fca1e62e8da1.jpg","   햄버그스테이크 1600g , 달걀 100g , 슬라이스파인애플 500g , 밥 200g  ,  소스 :  새송이버섯 10g , 물 100ml , 토마토소스 2큰술 , 케찹 1큰술 , 간장 1큰술 , 설탕 1/2큰술 , 소금 2꼬집 , 후춧가루 적당량   "," 1 재료준비 햄버그 스테이크 만들기, 2 - 마른 팬에 파인애플 앞뒤 노릇하게 굽기 - 햄버그 스테이크 기름 두른 팬에 굽기, 3 - 반숙 달걀 프라이 하기, 4 소스 만들기 - 적당한 팬에 올리브유 조금 두른 후 반 썰어 어슷썰기 한 새송이버섯 넣어 볶기, 5 - 버섯 숨이 죽으면 소금과 후춧가루를 제외 한 모든 재료 넣어 끓이기 - 소스가 걸쭉해지면 간을 본 후 신맛은 설탕 추가, 부족한 간은 소금 추가하기 - 후춧가루로 마무리하기, 6 - 준비한 그릇에 밥 깔고 햄버스 스테이크 올리고 소스 얹고 달걀 프라이 올리고 구운 파인애플을 담으면 하와이식 함박스테이크 완성~! ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"820","황태구이","3","굽기","","627.00","437.57","26.90","47.80","15.40","1135.33","","https://recipe1.ezmember.co.kr/cache/recipe/2020/01/21/ff2e769edb712a92edb26921a6ca225a1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/01/21/ff2e769edb712a92edb26921a6ca225a1.jpg","   황태 120g , 물 1/2컵 , 간마늘 10g , 고추장 10g , 올리고당 20g , 고춧가루 20g , 간장 10g , 매실액기스 10g   "," 1 특히 강원도 가면 꼭 사먹고 오는 그런 맛있는 요리 황태구이 만드는법 소개 해 드릴께요, 2 선 황태는 물에 불려서 10분이사  두시고요 다 불거 같으면 깨끗하게 세척을 해서 물기를  꽉 짜주세요. 3 혹시 남아 있을지 모르는 가시도 빼주세요,, 4 혹시 남아 있을지 모르는 가시도 빼주세요,, 5 물 반컵에 간마늘10g.고추장 10g.올리고당20g.고춧가루20g.간장10g.매실액기스10g를  넣고 잘 저어서 황태구이 황금레시피 양념장 비율을  만들어 주세요. 그리고 황태의 위.아래 부분에 골고루 발라 주세요, 조금 재워 두셔도 되세요, 6 그리고 종이호일을 깔고 펴서 놓아 주세요, 그리고 180도 10분 돌려 주세요에어프라이어, 7 그럼 맛있는 황태구이 완성이랍니다 전문점 부럽지 않아요, ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"821","훈제오리","2","굽기","","1260.00","797.14","12.08","43.06","64.07","1220.37","","https://recipe1.ezmember.co.kr/cache/recipe/2019/11/02/5bb61cf472b0d9bbbe17ff2497561dd61.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2019/11/02/5bb61cf472b0d9bbbe17ff2497561dd61.jpg","   훈제오리 200g , 오이 50g , 피망 30g , 바질 3~4개 , 버섯 적당히 , 양파 15g  ,  양념 :  겨자 적당히   "," 1 훈제오리 준비하고, 2 그릇에 잘 펴서 넣어요 170도 7분 에어프라이어로 돌려요에어프라이어, 3 야채를 준비해요, 4 버섯과 양파도 준바해요, 5 잘 구워졌어요 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"822","굴국밥","3","끓이기","","2332.50","683.00","88.40","42.40","17.80","1635.39","","https://recipe1.ezmember.co.kr/cache/recipe/2015/12/24/9e864f7b5f80a8365a0cc1be6e76b9131.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/12/24/9e864f7b5f80a8365a0cc1be6e76b9131.jpg","   굴 100g , 자른미역 10g , 두부 500g , 육수 500cc , 대파 5g , 달걀 50g , 부추 10g , 물(2L)10컵 , 무 250g , 양파 60g , 적새우 10g , 다시마(사방4cm) 10개 , 청양고추 5개  ,  양념 :  참기름 1/4큰술 , 손질용굵은소금 2큰술 , 국간장 10g , 고운고추가루 1/4큰술 , 육수용-맛술 10g , 후추 약간 , 굵은소금 10g   "," 1 굴국밥을 만드려면 일단 육수를 먼저 만들어 두어야 하는데요. 이 육수만 있으면 굴국밥 만들기는 10분이면 만들 수가 있지요. 무와 양파는 깍둑썰기하는데, 이렇게 썰면 금방 익어서 육수 만드는 시간을 단축할 수 있습니다. 매콤한 맛을 내주는 청양고추, 감칠맛을 내주는 마른 다시마와 건새우 등을 준비합니다. 2 물은 맥주컵 10 컵 분량입니다. 이 컵으로는 두 컵이구요. 육수는 3인분입니다. 3 맛있는 요리를 하려면 굵은 고추가루와 고운 고추가루를 방앗간에서 빻아올 때 2가지로 만들어 오시면 좋구요. 없으시면 체에 스푼으로 내려주시면 고운 고추가루를 만들 수 있답니다. 양이 많이 할 때는 가정용 분쇄기에 갈아주세요. 4 물과 모든 재료를 넣고 뚜껑을 닫고 센불에서 끓여줍니다. 끓기 시작하면 다시마는 건져냅니다. 다시마를 오래 끓이면 끈적해지는 알긴산 성분이 나와서 국물이 걸쭉해집니다. , 5 10분간 더 끓여줍니다. 6 무나 다른 재료들이 폭 익은 것을 알 수 있습니다. 모든 건더기는 건져냅니다. 7 맛술 10g, 굵은 소금 10g, 국간장 10g, 고운 고추가루 4분의 10g을 넣어줍니다. 8 후추 가루도 약간 넣어줍니다. 9 완성된 육수 국물입니다.~~ 굴국밥이 아니어도 육수로 사용하기 좋네요. 10 1인분의 굴국밥 육수는 맥주컵으로 2컵반입니다. 11 여러 재료를 모아 두어야 요리하다가 빼먹는 일이 없지요. 12 굴은 굵은 소금물에 헹궈주세요. 서너번 헹궈주고요. 13 체에 받쳐서 수도꼭지를 틀어놓고 샤워하듯 굴을 더 세척해줍니다. 물기를 빼주면 됩니다. 14 뚝배기에 만들어야 국밥 종류들은 맛이 있어서 꼭 뚝배기 사용을 권장합니다. 대파, 미니 두부, 마른 미역( 자른 것을 불리지 않고 그대로 사용해요.) , 육수, 대파, 참기름을 넣어 준비합니다. 15 끓기 시작하면~~, 16 이 때 굴을 10알 정도 넣어줍니다, 굴국밥에서 포인트는 굴을 언제 넣느냐인데, 처음부터 굴을 넣으면 굴의 식감이 떨어지고 쪼그라듭니다. 그러므로 육수가 끓고 나서 넣어야 굴이 탱탱하고 맛이 좋답니다. , 17 굴을 넣어 다시 한번 끓기 시작하면~~, 18 이 때 달걀을 넣고요. 19 부추 한 줌을 넣어준 후 바로 불을 끕니다. 20 생생정보 황금레시피 굴국밥입니다. 부추의 색감도 예쁘고, 부추 향도 참 좋네요. 통통한 굴과 수란 같은 계란, 미역, 두부까지 골라 먹는 재미가 있답니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
